case_id,dream_id,date,dream_text,state_of_mind,notes
C0103,D0001,09/09/2022,"I was at the market with a person standing close behind me , I thought I was pickpocketed , I touched my pockets and still saw money, I turned around and I find it was Ms. Tho , she said to me that she had pickpocketed of me and take some money and she was going to take it all but I came back . I checked and found that I lost about 1.4 million, I have 2 million left . She left , I ran to keep her, I wanted to talk to her to get the money back .I asked why she turned out like this . She told me not to tell her family . I promised and tried to talk to her and advise her not to do that again . She ran away , I chased her and caught her in front of a room that seemed to be a police station but not very similar, in which the 3 of them wore military uniforms but they did not match the colors of the police uniforms in Vietnam. I presented my situation and asked the policeman to keep her. They searched her and got some money then the policeman gave it to me, he said that this must be the money she stole from your pocket. She was still stubborn and wanted to run away, but 3 policemen kept her to investigate.",surprised,From PDF: The pickpocketed.
C0104,D0001,16/09/2022,"I dreamed, I saw myself and a group of friends hanging out ,we stood on the concrete road near the seashore Then I got on the Cyclo to Mr.Truong took me away ​(I don't remember what happened next). Then I found myself going home by bicycle (end of outing and going home), I didn't take the familiar path to go home, I took a different way , I rode the route behind the houses running along the seashore On the right is the sea , on the left is a row of houses, this row of houses is facing the road in front (not facing the sea) .There are a few houses on the right that are submerged in water, only 1/3 of each the houses can be seen , waves are is very strong and fierceI imagine it would be very dangerous to see the waves crashing on the shore and impact the back of the left-hand row of houses. I thought that the people here are so brave to accept accept living in such a place.",normal,From PDF: My Soul.
C0104,D0002,16/09/2022,"Also at the beach ,I don't dream or maybe I don't remember there is a scene of a dream where I died but I saw my soul standing with a group of friends ,my group of friends seemed very worried. My soul comes to hug each of my friends (they don't know I hug them , but every time I hug them they are surprised because it feels colder than usual. In another scene. I see Mr. Truong sitting in his room working (this room is also his bedroom) I stood beside him as a soul and watched him work hard. Then my soul said to him “I love you” . He was startled because he heard the voice but did not see the person. I reassured him: it's me, I took a white pen shaped like a feather of a bird .and on the table and wrote: I'm Suong - I am always by his side (of course He only sees the pen written itself) .He started to calm down and looked towards my soul. My soul said: I am always by his side, if he feels tired or has something to share, please share it with me.Then I thought that I would be reborn again to marry and live with you, but you had to wait 25 years for me. Thank you so much",very happy,From PDF: My Soul.
C0105,D0001,10/03/2022,"I dreamed that I went out with two friends problems with others that is Truong and Lux. Mr. Truong is a piano teacher and deputy dean of the music department at a university Lux is an excellent 5th grade teacher ; ). We eat together with a lot of people that we do not know . Because we were bored ), we left, Mr. Truong drove lux and I went alone . We went in opposite directions , but because I wanted to see Mr. Truong, I stayed and waited. School and lux leave and leave at the same time. I dreamed again of a scene in the countryside near my grandmother's house , when Mr.Truong drove Hien (Hien is my best friend, she is unemployed and is approaching to study and practice spiritual knowledge but still rnot really open to receive knowledge) the two talked happily with each other. .As for me, I drove a friend near her house to herhouse (this person has not seen and is not close for many years). Then I found a reason to go back to see him and have the opportunity to see him more . He and my friend are supervising a dump truck to transport soil to dump somewhere at the neighbor's house is opposite my grandmother's house and I go to my grandmother's house to clean the cow shed for my grandmother and a moment later he appeared beside me.",Expected to attention and loving from my friend that is Mr. Truong,From PDF: Go out with my Friend.
C0106,D0001,23/09/2022,"I lost 4 teeth in my upper jaw teeth , then I took they out and held they in my hand without feeling any pain . I found myself going through a garden where were planted peanuts to a field where some of my relatives were there (my grandmother, my mother, my uncle and my brother) I saw a lot of snakes lying in the ground the peanut tree root , they crawled slowly back and forth between the rows of peanuts , some of them lay still People shouted to me: be careful there are many snakes in there, watch out for being bitten I was impressed with the snake with a white body with a yellow spot in the middle of the body lying still. I imagined this snake galloping up and biting me I feel very scared but also try to stay calm and watch to avoid the snakes and go to the field",afraid,From PDF: Overcoming needs.
C0107,D0001,30/09/2022,"I dreamed that we were in an old hut with thatched roof and outside it was raining , there was a fire inside the hut. We have five people I saw my mother sitting on a wooden plank (like a bed) , Aunt 7 (who is a relative of my mother but she is as age as me) is lying in a hammock , aunt 7's husband is also lying in a hammock next to aunt 7, I stand next to my mother, and my sister is also in front of my mother with aunt 7. At first, my mother and aunt 7 talked normally to each other , but the more they talked, the more they argued (like expressing dissatisfaction with the way one thought of the other's family or loved ones) . I got annoyed, told them to stop arguing and then I turned to scold my mother for arguing over something not worth it. My sister also acts like me, she also scolds my mother the . But I soon realized that my mother would probably feel unhappy for herself because she has two children staying beside her, but none of them defended her . Then I stood up and said my thoughts on the two people's quarrel, I determined the right and wrong of both of them and then I turned to yell at Aunt 7, I told Aunt 7 to go home, I grabbed the hammock and knocked Aunt 7 to the ground . Then I turned to her husband and said, ""Do you think she is doing this too much, but her husband just laughs and continues to lie in the hammock . As for my aunt 7, even though I pushed her to the ground, she didn't react, she didn't get angry, she kept quiet and continued to lie down in the hammock",angry,From PDF: Quarrel inside the hut.
C0108,D0001,14/10/2022,"Angelic blessing to all of us (At this point I just transited from angel 36 – menadel to angel 35- Chavakhiah) I dreamed Mr. Lux ; and I was talking to each other . Lux told me that Lux invited Mr. Truong to contribute capital with Mr. Lux to open a preschool , I was surprised because I didn't believe Mr. Trương would agree . I asked Mr.Lux again, Lux laughed and didn't believe that he could convince Mr.Trương. Then, I saw Mr. Truong appear and I asked him this again . He replied to me: ""Yes, Lux it lured me"" In another scene. Mr. Truong went to school . I take my sister :somewhere . After that, I bought a packet of peanut sticky rice to bring for mr. Trương and another item I don't remember clearly (it seems to be bread ) to bring to school and give it to him. His class was very crowded, he sat at the back of the class , I went to his place to have breakfast, he looked at me surprised. He told me: ""I already ate, you don't need to buy it for me"". But I told him that: ""I bought peanut sticky rice for you because you like it but if you eat it then you eat this, I want to thank you for helping me"" (I don't remember what you did for me before). Then he happily accepted the packet of peanut sticky rice and not the other one and thanked me. Everyone around in his class looked at us and smiled I left, after walking for a while, I remember that I left my sister's backpack at his place when I went back to him, he brought the backpack to the door and gave it to me. At this time, he asked me to stay for a while and help him with the laptop , he had on the table so he could go to the bathroom . I agree to look after him.",happy,From PDF: My friends.
C0109,D0001,21/10/2022,"I dreamed that I was participating in a UCM event , , I was there as a volunteer p.. But I wasn't in the classroombut found myself in another room with some of the volunteers . I told everyone the reason I signed up for DSSI training , then I lowered my face and cried . Ms. Dung (a longtime UCM volunteer) sat next to me , she shared her feelings with me , she asked me: ""Can you tell me why I'm so emotional? and you feel like how much of the vulnerability in your story hasn't been transformed"" . I still cried (not looking at Ms. Dung) and replied: I'm touched because I don't think I've ever been strong enough to overcome everything to become what I am today, not because I remember the trauma I had before. Thank you so much Thu Suong",I feel so emotional,From PDF: Voluntary work.
C0110,D0001,28/10/2022,"I dreamed that I attended a wedding reception but I did not know both bride and groom I sat at a rectangular table (for 4 people) arranged horizontally to the right of the aisle with 2 women I didn't even know them When the MC introduced the bride into the aisle, I saw a woman entering first who wear sparkly, she very strong and I find that her face was very serious (I thought this was the bride but it wasn't). Then the bride came in, she was very pretty and smiling in her white dress . but I didn't see the groom . At this point the party also begins below. When they were doing the ceremony, a buffalo walked into the ceremony hall . , this buffalo walked very slowly, gently, and not aggressively. However, everyone in the party did not feel surprised, surprised by this, they just looked at the buffalo normally After a while I saw a woman walking in with a whip (a buffalo herder ) and herding the buffalo out. When I went back to the party, the two women who were sitting with me had gone , and I was alone, feeling like an extra person , lost and isolated . Then another woman came to talk to me (she was wearing a brown dress). She knew me but I don't remember who she was, then she sat down to eat with me.","normal at first then feels lost, confused",From PDF: I m going to a wedding party.
C0111,D0001,04/11/2022,I dreamed that I was at Mr Khe's house in American ;. Then I saw Mr. Khe . – Mr.Giat ; .- Mr.Tuan ; - Anh Tuan's girlfriend (this person I don't know ) sitting and eating together . while I hold a child () – Mr. Giat's child paced back and forth near the dining table . They told me I ate the last meal with the maids .,Angelic blessing to all of us,From PDF: Old colleagues.
C0112,D0001,11/11/2022,"On a night dark , I saw Mr. Lux and Mr. Truong standing on the house's balcony . I stood in the yard and look up to ask them if they would like to travel together . Mr. Trương reply to me that if we went with my family, he would not go because people usually get to pair me with him, and he doesn't like this (then he goes inside the house) . I told him that: we don't go with my family, Only our group of friends go together but he went into the house.",A little sad,From PDF: Invited friends to traveling.
C0113,D0001,18/11/2022,"Angelic blessing to all of us Mr. Truong - Mr. Lux and I went for a walk in the park together .. We talked together Then Lux went ahead us I and Mr.Truong still went together. He told me that his stomach has a problem so he is farting a lot (but no smell) , I keep a normal attitude to he doesn't feel embarrassed about his problem . Suddenly, he suddenly pulled over to the side of the road to urinate . I quickly went to catch up with Mr. Lux because I was scruple , lux was turned around to see Mr. Truong's action. At first, Mr. Lux laughed loudly but then showed no discomfort and shame at his actions .","Having mixed a lot of feel like joyful, neutral, shy...",From PDF: Transform waste sources.
C0114,D0001,25/11/2022,"I dreamed that I was riding a bicycle on a very high bridge, the width of the bridge was narrow and the bridge curved in a circular arc .The one side (right) of the bridge has the guardrail and the other side (left) is unfenced guard . I thought that I would ride my bike close to the guardrail and I would get to the other side of the bridge , but if I'm not careful that falls down , and I would die . I went for a while, I found that the more I went, the narrower the bridge becameand the risk of falling down was very high . I was so scared that I stopped and took the bicycle to walk back to the old place Another scene of the dream. I found myself with a group of friends (I don't remember who they were) on a ship (like a speedboat) going very fast on the sea . The waves are also hugeWe crossed the sea to Phu Quoc The train passed a hotel complex, I was impressed with the name “impact” (name of a hotel).",Afraid,From PDF: Overcoming challenges.
C0115,D0001,18/03/2022,"I and a few of my friends went to an amusement parks, including 5 people I and a few of my friends went to an amusement park, consists of 5 people , including Truong (Truong appeared in my previous dream he is a piano teacher at a university) .and Lux who is a 5th grade teacher . We went to the waterfall slide area by pontoon boat for every 2 players . The guid asked us to choose our own players to go with on a boat. At the time, Truong choose Lux and then Lux turned to me and asked, “Are you sad?"" I replied: no but then felt very uncomfortable and wanted to cry I separated myself and sat in front of the water tank where everyone would slide down and the water would splash on me Later I saw our group enter a room that looks like a payphone but not a payphone it's a game room, the space in this room is very tight . I see there's no water here but we all dived in like we were in the water, whoever holds their breath longer will win. I dived and suffocated 3 times, I got up and was thrown towards the door, this time I reached for Truong to keepAfter that, I saw Truong and me hugging and kissing very passionately around a lot of people but they didn't look at us. My feeling was very happy and comfortable",Feeling uncomfortable and want to cry,From PDF: Amusement parks.
C0116,D0001,17/02/2023,"I dreamed that both I and my younger brother agreed to help my cousin - her name is Tinh - to do some things at her house but we didn't want my aunt and my other cousin -they are her mother and her siblings - to know that we were helping her . When we go to Ms. Tinh's house, we passed by the house in the field of Mr.Thang who is my cousin that I mentioned in the further explanation . I told my younger brother that ""I'm worried Mr.Thang and other people will know we helped Ms.Tinh"" . And then, Mr.Thang saw us and told us to stop by his house . we came to his house, he kept us chatting and eating feel very worried. Then I asked permission to go out, my brother still stayed there. I seemed like I was walking on a path in the middle of the forest , surrounded by trees. Moments later I saw my younger brother running towards me and shouting “ You run away, someone is chasing you ” while I was walking towards him. Seeing that, I quickly ran towards my younger brother but they surrounded and beat him violently I panicked and cried for help from others Then I took him back to Mr. Thang's house for first aid. He broke leg in a cast After that, when we went home, we met Mr.Si , he blocked the way to beat my younger brother , I angrily shouted and tried to protect him I asked him ""Why did you hit my younger brother?"" He said that he used to love my younger brother very much before because he is quite gentle, but once my younger brother seemingly looked down on him when he asked my younger brother to drink wine ,so he got angry.","worried, scared and angry.",From PDF: Escape from violence.
C0117,D0001,23/02/2023,"Angelic blessing to you I dreamed that a man - (I don't remember if this man is a younger brother or a friend of mine.) . and I was meeting a baby who is about 1 year old and still sucked at its mother's milk but he can speak very well .). I found that it seems like everything around me and even the baby wants me to be the baby's mother . I say: “But I don't have breast milk to feed him , I'm not married ” . Anh then the baby said to me he will help me become a mother who can breastfeed the baby by herself . ) The baby looks very confident and happy now. (it seems like that this baby has a special energy that can make the impossible to possible but without using magic Then I breastfed him, to my surprise I got real milk . I feel the emotional connection between me and the baby and the sacred feeling between mother and child . Then I thought that I don't need to get married anymore, I will be the mother to raise the baby At this point, the man who stayed with me also agreed with my thoughts. He also wants the baby to help him become a father without having to get married .",I'm very happy,From PDF: Becoming a mother.
C0118,D0001,03/03/2023,"When I was on my way home there was a funeral A funeral behind me. I was scared when they passed me so I tried to go home as fast as I could , but the more I went, the more I saw they were about to catch up with me . I tried to look to the left of the roadside to see if there was a house with a gate open so I could escape into itbut most of the houses are closed so I try to go as fast as possible. I really feel both pressured and scared. And then I heard a man's voice from behind that: where is the 30th house ? The 30th house to come to accept the dead. Why haven't I come to the 30th house yet? Then, I found myself passing my house but didn't enter because the house was locked and I thought if I stopped to open the gate, the tricycles that carry the dead would pass by me and I'm scared of this . I continued to go and then I turned into an alley over the 30th house. I quickly ran in to avoid it . I planned to follow this alley to take a shortcut home. But this alley leads right to the 30th house . I see the back of a person lying on his side (who is a man) wearing a brown shirt and black pants (this is the back of a dead person). I panicked and ran back into the alley. Outside was a man driving a tricycle carrying the dead man back to the 30th house. He said that this man slipped and died",I feel afraid,From PDF: Escape from the funeral.
C0119,D0001,18/03/2023,"When I was on my way to my new house (the house was in the process of being completed), the road I went to was flooded a lot even some parts were missing . So I felt very worried, very scared. I was very careful, fumbling to find my way home . When entering my house, I went to the upper floor of the house and saw there were 2 craftsmen one of them was sitting on the desk to do his work , the other was sitting on the floor . he was creating and making decorative models by wooden with a manual method. He looked at me and smiled happily. I also smiled back at him admiringly and happily. (Because this new house is under construction, the workers are allowed to stay in the house to work).",worried and afraid,From PDF: Escape from the funeral.
C0120,D0001,24/03/2023,"I dreamed that my father sat at the table with my younger sister and I in the old house that was our family's previous house before it was rebuilt as spaciously as it is now. He is composing a search and rearranging his personal file - . He looked very young and cheerful . My sister sat across from my father and I was holding the baby girl - - and we sat to the left of my father . I am still aware that my father has passed away and we are seeing his soul return . I saw my granddaughter slither over to kiss my father the baby smiling and calling out to grandpa. I said to my sister: ""Daddy is sitting with us, Cỏ sees his grandfather."" Obviously I saw my father sitting there, my sister also saw it, but I think that only the baby Cỏ could see it and people wouldn't see him . I told my mother about my father's soul returning because my mother couldn't see it. At this time, a neighbor came into my house to light incense for my father, my father saw it and told me that he went in here because he was afraid that this man would invite him to drink wine, he did not want to drink. Then he went back home, and then I woke up.",I feel good,From PDF: My father.
C0121,D0001,31/03/2023,"I dreamed that two of my friends .(their names are Mr.Hung and Ms. Yen ) -came to visit my house . Then I invited them to stay for dinner with me . We cook . Hung and Yen cook savory food , and I prepare vegetarian food (I'm vegetarian) . Then Yen asked me ""Are you vegetarian? so i'm also fasting with you"" Hung and Yen finished cooking their meal, then they went up to see my house (this is the house I just built) . I put the pot on the stove to start cooking, I took the seasoning bag which is fish sauce to flavor the food , but accidentally let the seasoning bag touch the bottom of the pot, so the bag leaked and overflowed into the pot,I lifted the pot up and put it on a table with a heat-reducing pad, but I see that the pot and the mat are melted by the heat , and pouring fish sauce all over the floor. I took a cleaning cloth but I was afraid of the smell .",neutral but then I feel afraid,From PDF: Breaking up a relationship.
C0122,D0001,08/04/2023,"I dreamed that I was using water at my grandmother's house (grandmother who is a mother of my mother) when it was out of water. My uncle said that the clean water here was cut off very often He was very annoyed with this problem. Then I advised him to install a domestic water purifier to filter water from a borehole for use when the water is cut off but my uncle was afraid of spending a lot of money, so he hesitated, he just smiled. There was a neighbor who gave my uncle a beautiful set of flashing lights to decorate the fence. My uncle and a neighbor are climbing two tall pillars to set up these lights at his house (this is also my grandmother's house). Suddenly I heard and saw very violent explosions. At first I felt it like fireworks but then I heard them shooting at each other. I panicked and told my uncle and the neighbor to quickly climb down or if it would be in danger. He and his neighbor climbed down and rushed into the house to avoid it. Everyone also ran into their house to avoid it but I didn't see my brother anywhere, I felt worried and scared. Then I heard my brother scream, someone shot him, but only just skimmed his arm, fortunately there was no danger for him. The explosion was getting louder and closer to me (I heard this very clearly) There was a tank like a battle tank used in the old days stopped in front of our house, they signaled and seemed to scare us: Don't tell anyone that they hit my brother. Then they then climbed into the car and drove off. The gunshots were very loud but they didn't shoot people, they just shot into space like that. My brother was accidentally hit.",angry and afraid,From PDF: My emotional repression.
C0123,D0001,14/04/2023,"I dreamed that I was in the form of a man living in feudal times I was with 2 other men . We are fighting on a mountain , below is a cave Then I found myself falling from the top of the mountain into that cave which is a very deep . When I fell I felt like I was flying down in a spiral and I could see the walls of the cave as I flew down like that. At this moment I see a person flying from the bottom (he is the king ).so I feel less scared and intend to explore this cave, I fly down very deep but only see cliffs and shadows dark.","At first I felt scared, then I felt very comfortable",From PDF: Cave exploration.
C0124,D0001,22/04/2023,"I feel as if I'm on a mountainside in a forest . In my dream, I met a woman named Trang (whom I don't know in real life) who helps me revise my interpreted dreams every week She's also very knowledgeable about spirituality. However, I saw her with a man setting an animal trap , which made me uncomfortable . I can't accept that someone who understands spirituality and interprets my dreams would harm animals. Later, they caught a pregnant cow , which was injured and stuck between the mountainside . Trang said she had to slaughter the cow . I felt really sorry for the animal",I feel uncomfortable,From PDF: Animal trap.
C0125,D0001,28/04/2023,"I dreamt that I went to an university to purchase an application form for a graduate program in Psychology. There were a few of my friends - they are the primary teachers who also came to purchase application forms to study the same program as me. After that, I saw myself sitting down on the ground (it seemed like I was sitting in the school's area where they created a small miniature to beautify the school campus, where the ground was elevated like a table). I opened my laptop and books it seemed like I wanted to study here. There were many other students who were looking at me. As they paid too much attention to me, I felt embarrassed. So, I put away my books and laptop and moved somewhere else. Then, a male student sitting in front of me saw the book ""Environment and Humans"" in my pile of books and told me to go straight to that room to understand the lecture about this topic (maybe he thought I was a student studying at the school and wanted to help me understand the lesson better). I was surprised and asked, ""Are you studying Environmental Science?"" They confirmed it for me. Afterward, I shared with the guy joyfully that I also graduated from an environmental major at another university and previously I had studied for a Bachelor's degree in English language at his school but then I quit. Now I am here to apply for a Master's degree. I thought I was at the Social Sciences and Humanities University but then I realized it wasn't, this is the Natural Sciences University, not the one I wanted to study at. Then I hastily left to get my motorbike and went to the Social Sciences and Humanities University.","neutral, joyful and worried",From PDF: Applying for a Master s degree program.
C0126,D0001,24/03/2022,"Angel: 2 Jeliel Dream mood: Neutral Dream and Analysis: Angelic greeting my Professor and Thomas Thank you very much for the corrections in my previous dreams This is my dream this week, looking forward to receiving feedback for you. I want to sharing this thing before I write my dream. Before I recieved this dream I has asked universe a question, that is ""Is the man that I am in love with the right person to accompany me on the path of developing my qualities? Should I continue to love him or not?"" (I have special feelings for him but he doesn't know this.) I see a family meal that looks very quiet . There are his father , his mother and he who is their only son I don't know them in real life. His parents asked him: How is his love ?.He said that: She left me amongh ago because: Scenes at the construction site : .The girl who loves him comes to the place where he works to find him (she is a worker – not pretty) she saw another girl bringing lunch for him . This girl is more elegant, more beautiful , he has a romantic relationship with the girl The girl who was his lover saw that and left ,and the other girl noticed it too, so she yelled and made a mess there His parents heard the story and reprimanded him. They then find a way to contact the girl who is his official lover who left earlier and they told him they were going to her house to meet her (her house is in the high mountains the road is very difficult and dangerous - he told his parents). Then his parents went up to meet the girl and her family, they found out that the girl's father had been their friend and they hadn't seen each other again for many years The girl that appeared in front of them was very beautiful . His parents then apologized to her family and asked for permission for the two of them to get married and they agreed.",Neutral,From PDF: Love.
