case_id,dream_id,date,dream_text,state_of_mind,notes
C01,D0018,30/05/2025,"This dream resonated with something I learned from a video about a book, which described a teacher asking four-year-old students if they wanted to repeat the same lesson or try something new. A portion of them chose the familiar option, and I realized I have a similar tendency to stick with what's comfortable, indicating a difficulty in embracing new challenges to learn step by step.","Self-awareness of comfort-seeking behavior, realization of difficulty embracing new challenges",From PDF: Restructure
C01,D0019,07/06/2025,"My friends came over to my place, including Dieu and her second son , who could already talk, plus two or three other friends . We were doing something when her son wanted to leave . I went to the convenience store to buy something. Then I called a ride for her and her son. When the car arrived, she and her sat in the back with a large car seat . They sat next to another passenger. The car dropped that person off first, then her and her son. After I got back and we continued hanging out, I suddenly remembered I had a meeting at 2 PM that I'd completely forgotten about. A friend even messaged me asking why I wasn't online. I thought to myself, if I'd remembered, I wouldn't have been goofing around like this. Then I noticed the bedroom had a display box on the wall filled with butterflies and other winged insects I'd forgotten to clean it out. Before I could even touch it, they all flew out.","anxiety, forgetfulness, regret",From PDF: A Box of Butterflies
C01,D0020,12/05/2022,"My friends and I had a trip to Vung Tau - a coastal city in Vietnam . We came to a resort where we had an intention to stay After going to bathroom and visiting it, we were announced that it was full so we must find another place. on internet and we decided to move them. My couple and another couple ( Quang and Oanh) were the final people leaving from the parking lot . A woman appeared and offered us her villa - 22 million Vietnam dong/day. I quickly calculated 220000 VND/person/day. We and others decided to visit her villa. I forced others making decision after watching it.",Neutral,From PDF: A change
C01,D0021,16/05/2022,"I was in my home. My brother helps me fix my motorbike. In the afternoon, my brother was fixing a phone like iPhone. It was big as a table. I asked him his purpose. He said in the future people may use it, nobody could not guess that. I am preparing to go to HCM city. My father was drunk when he came home. He brought his motorbike home. He sat next to iron fence. He smoked. He asked me if I prepared completely for my journey. I sat behind the washing machine to go toilet. I didn't wear a shirt. Because It was not right, I was scared, I just showed my head to talk with him. My father said my brother fixed my motorbike well. He came to me. My father gave me a money - 11 usd. After my effort, I fail so my emotion explodes. He said he used to be from b52 brigade, he had enough money to give me. He hugged me and I felt touched and thanked him.","Afraid, Touched",From PDF: 11 USD
C01,D0022,27/05/2022,An owner - a man allowed me to invest money a long time to his forest I saw some trees be cut down The cut spots were smeared with substance . I asked him about that. He said those trees cannot grow again.,Neutral,From PDF: An investment
C01,D0023,19/08/2022,"I forgot to wear a bra when I went somewhere. When I found that , I quickly tried to find something to cover.",Afraid,From PDF: A complex thought
C01,D0024,19/08/2022,I am standing on a small object floating on a large water,Afraid,From PDF: A complex thought
C01,D0025,26/08/2022,I dreamed of a case from the Harry Potter series. There was a man who tried to save a person but his younger sister died,"Surprise, neutral",From PDF: Marriage
C01,D0026,26/08/2022,It happened in my home. There was an elderly man who could not talk. He chose a kind of medicine in a wardrobe. I took 3 perfect pills and 1 urgly pill. I asked him to take the urgly pill first to delete it,"Surprise, neutral",From PDF: Marriage
C01,D0027,31/08/2022,"My friends and I had a party. After I got drunk, I had a short sleep. I came back to the party and sat with my female friends in the middle of the table while the male friends sat at two sides of the table. My attitude was not friendly at that time. I ate some dishes on the table. Then I saw myself at a large land. I went to a big road by bicycle and chose a direction. Firstly, I turned right on my intuition. There was something incorrect. I checked the google map and discovered I should turn left. So I turned left and I saw a woman with two barriers and two spaces between them. She would like to collect a fee but I ignored her and continued my direction. I passed by a pagoda where it had a billboard selling a thing in porcelain. I guessed it should be broken to define a real porcelain thing.",Tired,From PDF: Lost
C01,D0028,31/08/2022,"I have had a 4-day holiday at my boyfriend's hometown. My boyfriend spent his time at some parties with his friends. He got drunk. After a party, he came home and found me. I saw my attitude was the same as my mother's when my father came home after a party. The attitude is an uncomfortable feeling and a little angry. I used to hate this attitude from my mother and also wished I would not repeat it.",Tired,From PDF: Lost
C01,D0029,07/03/2022,"My mother and I came to check-in at a luxury beautiful hotel. Firstly, we were in line with a crowd attending an event of Pros. Kaya and Pros. Christian to take hotel slippers. Everyone I met were easily angry. I saw two pairs of pink slippers in the basket; I took one slipper and another from a person. I suddenly recognized and apologized him but he was so angry to accept. He took a slipper without retaking. Some girls were noisy so I lost my attention. I needed to take a paper for check-in. My mother and I went along the corridor to our room, we could see all beds in all rooms there. Their walls were like a door to go through. A woman staff stood in the middle of the corridor to test and she asked me. I answered rightly so she let my mother and I go through. Two old friends helped us bring our luggage to our room. I said something made my mother angry. She moved to the hotel lobby. The friends and I asked the reason but she kept silent and found something until my aunt appeared. She was angry and left.","Coldness, Angry",From PDF: A Luxury Hotel
C01,D0030,15/09/2022,"I would like to go to the toilet knew that I could find that in my grandmother's room . I went to that room . I saw the first grandmother who was eating at a table near the door. And the second grandmother was taking the toilet beside the room . I waited for the second grandmother. After going to the toilet, the second grandmother came to the room and asked the first grandmother to clean her . The first grandmother was trying to complete her meal to do it. I went to the toilet and it has not flushed . I pushed the button two or three times continuously. Suddenly my younger brother and an animal sat on it. They made the toilet clogged then the whirlpool was very strong then splashed out. When I ran out , I remembered there was something near it.",Surprise,From PDF: Going to the toilet
C01,D0031,15/09/2022,I saw my male colleague He talked to me to focus the coffee project by whispering .,Surprise,From PDF: Going to the toilet
C01,D0032,22/09/2022,"I drove a motorbike with my female younger cousin to visit a beach in my hometown. I couldn't see clearly but I still tried to move. My cousin and I talked a lot about her trip with her parents before they came to my home. Then, we met two of my male friends - Ngoc and Hoang They also drove a motorbike. We greeted each other and talked, then we continued our way. My cousin and I came to a place where her sister slept in an object on the beach. We woke her up.",Neutral,From PDF: Sea
C01,D0033,30/09/2022,"I am asking the Up Above ""is my boyfriend the right person for me in this life?"". Is it right to ask too much one question? I use a masculine wooden ruler fly with my female friend . It was like a broomstick We went through a forest to somewhere. THEN I lost her so I came back to find my friend. The dream shows me the uncomfortable part I am trying to avoid doing that. It causes myself the inside too much thought, too much emotion. As I shared I thought negatively too much, I used to force myself to do something instead of analyzing the meaning of my thoughts. It was a wrong way because it is still there without fixing. In meditation, I can focus on one thought and find the memories causing that to fix. I have not met my friend in a long time. She used to be one of my best friends. We spent our time in our childhood. Once, she and another friend misunderstood each other. I knew the reason so I explained the story to the friend to help them fix their relationship. My friend knew that so she thought I was a talkative, unreliable friend and she did not want to meet me anymore. Although I apologized to her, she did not accept. We didn't meet anymore from that. My parents have just called me and asked me an option for my relationship. My family want us to organize a pre-wedding party at my home on the day a feng shui master told for our couple. I have not received the answer from the Up Above so I do not follow that fully. I just let my boyfriend know that. I do not dare to share I am waiting for the answer from the Up Above. I only delay and delay. I saw myself putting my attention to my boyfriend too much. I always put all of my priorities for him. I schedule my time following his schedule. It is not right. I like to stand by him. What should I do to fix it? Because it is unbalanced.",Neutral,From PDF: Advance by a stick
C01,D0034,13/10/2022,"My brother is getting married in 2019. He keeps a relationship with a woman in chat, not his wife from a long time. His wife knew that and she felt unacceptable. She heard the story from the sister of the woman. And she also saw some messages from my brother's phone. She felt terrible and angry, so she shared it with me. Until now, my brother and she have not solved it clearly. Besides, my sister-in-law is pregnant. My family wants my brother to take a trip to HCM city to check his health. But my sister-in-law did not want that, she said my family made the decision without discussing it with her. She thought he just found a reason to gather with his friends. She was so angry. Then my brother must delay his trip. I also received a dream as below: I shared with my mother many kinds of sweet soups . Besides, last night, I also caught the card of Angel Chavakhiah and it reminded me to continue working with it.",Neutral,From PDF: My family
