case_id,dream_id,date,dream_text,state_of_mind,notes
C01,D0011,15/05/2025,"I lived in an unknown place, and my sister-in-law 's house was located on the main road. To see my niece, Cat, I passed by and looked into.",Uncomfortable,From PDF: 
C01,D0012,15/05/2025,"When I lived with a friend In my countryside, . I unintentionally scared a male friend who felt I was harassing him. I didn't explain because I mistakenly thought it was just because he was handsome.",Uncomfortable,From PDF: 
C01,D0013,15/05/2025,"I was sitting at the dining table with Quang , Hoang . Then Oanh came in and wanted me to decode her dream. Hoang's attitude is very unpleasant.",Uncomfortable,From PDF: 
C01,D0014,15/05/2025,"Phap and another friend cycled past where I lived. I've also felt more connected to the love I receive in my life. For example, when some colleagues made mistakes, I initially felt frustrated and thought they should have been more careful. But instead of reacting, I stayed calm and shared my point of view gently. I've become more aware that I'm working with human beings, not robots, and that awareness makes me feel more connected to them. My mother recently reminded me that while I can be a vegetarian, I should consider eating what others eat in social situations, so I can be more easily accepted. At first, I might have resisted this advice, but now I understand it came from a place of love and concern. She's worried about me, and I no longer feel the need to argue like I used to. Instead, I appreciate her perspective and even encourage her to take care of her own health, especially since she was unhappy at the time. I respect the rhythm of my family and the wisdom it brings. I feel happy and softer than before. Of course, I'm still working on my insecurities — especially the desire for love and attention from others — but I'm starting to see that everything I seek already exists within me. And I'm learning to recognize and trust that more each day.",Uncomfortable,From PDF: 
C01,D0015,30/05/2025,"The large campus featured a study area and a residential zone, divided by a stream. I ARRIVED early, hoping to rent a temporary room for a nap However, upon entering the right building , I found every room occupied. I spoke with the female manager , alongside two other girls, also seeking accommodation. She informed me that rooms were only rented monthly and that this was the male section. She then led the two girls to the female area across the way. I sensed her discomfort with my presence, but thankfully, one of the girls pulled me along. On the other side, the other male manager said something like There were no rooms available. I saw Ngan there, though she seemed unfamiliar. Then I left. I stopped by the food court and ran into several old friends, both male and female, whom I hadn't seen in a while. They were enjoying themselves at the counter, picking out food, chatting before heading off. I was in another scene, like in a class, and there was a reaction related to lightning .","State of mind: I need to use the right energy to communicate with her. I felt paralyzed when I realized I only had a week to submit my exercises. While I made progress this month—preparing the PR early, the Source Code in the middle, and the Angelica Yantra at the beginning—leaving me with less work, I was still exhausted this week. To counter this, I dedicated one evening to meditation and relaxation, simply lying down without doing anything. I understand this exhaustion is an accumulation of memories, and I am learning to transform them.",From PDF: Restructure
C01,D0016,30/05/2025,"I recently had a dream where I was driving my ex-boyfriend to his company, making a right turn. It felt like a stark reminder that I'm repeating old patterns. I spoke to him that he should be the one driving me. This dream makes me think about how recently I am trying to make myself in work, I have a fear that if I do not do anything, I will be like a die, I will go down, I will not develop. So even when I want to watch something, I use the English video to help me learn it and become familiar with it. I think I can give myself a little time for breaking to breathe and doing the mantra. Relaxing in the right way is a good thing for my evolution.","State of mind: I need to use the right energy to communicate with her. I felt paralyzed when I realized I only had a week to submit my exercises. While I made progress this month—preparing the PR early, the Source Code in the middle, and the Angelica Yantra at the beginning—leaving me with less work, I was still exhausted this week. To counter this, I dedicated one evening to meditation and relaxation, simply lying down without doing anything. I understand this exhaustion is an accumulation of memories, and I am learning to transform them.",From PDF: Restructure
C01,D0017,30/05/2025,"When I think about the symbol of my boyfriend in my dream, I realize that he is a part of me and he spends most of his time working. Even when his work is over, he can cut all of his time to just work and some basic activities for a long time. He just spent a little time on our relationship after he arranged for his sport, his party with his colleagues. I accept that he needs to relax when he works a lot like that. But his balance is not easy, even though he rarely calls his family. He thinks that he should earn money for the future of my parents, but when he comes back to his home with his family, he spends most of the time gathering and drinking beer. His mother told me that he did not share anything.","State of mind: I need to use the right energy to communicate with her. I felt paralyzed when I realized I only had a week to submit my exercises. While I made progress this month—preparing the PR early, the Source Code in the middle, and the Angelica Yantra at the beginning—leaving me with less work, I was still exhausted this week. To counter this, I dedicated one evening to meditation and relaxation, simply lying down without doing anything. I understand this exhaustion is an accumulation of memories, and I am learning to transform them.",From PDF: Restructure
C01,D0018,30/05/2025,"This dream resonated with something I learned from a video about a book, which described a teacher asking four-year-old students if they wanted to repeat the same lesson or try something new. A portion of them chose the familiar option, and I realized I have a similar tendency to stick with what's comfortable, indicating a difficulty in embracing new challenges to learn step by step.","State of mind: I need to use the right energy to communicate with her. I felt paralyzed when I realized I only had a week to submit my exercises. While I made progress this month—preparing the PR early, the Source Code in the middle, and the Angelica Yantra at the beginning—leaving me with less work, I was still exhausted this week. To counter this, I dedicated one evening to meditation and relaxation, simply lying down without doing anything. I understand this exhaustion is an accumulation of memories, and I am learning to transform them.",From PDF: Restructure
C01,D0019,07/06/2025,"My friends came over to my place, including Dieu and her second son , who could already talk, plus two or three other friends . We were doing something when her son wanted to leave . I went to the convenience store to buy something. Then I called a ride for her and her son. When the car arrived, she and her sat in the back with a large car seat . They sat next to another passenger. The car dropped that person off first, then her and her son. After I got back and we continued hanging out, I suddenly remembered I had a meeting at 2 PM that I'd completely forgotten about. A friend even messaged me asking why I wasn't online. I thought to myself, if I'd remembered, I wouldn't have been goofing around like this. Then I noticed the bedroom had a display box on the wall filled with butterflies and other winged insects I'd forgotten to clean it out. Before I could even touch it, they all flew out.","resistance, struggle to remember dreams, avoid sleeping well",From PDF: A Box of Butterflies
C01,D0020,12/05/2022,"My friends and I had a trip to Vung Tau - a coastal city in Vietnam . We came to a resort where we had an intention to stay After going to bathroom and visiting it, we were announced that it was full so we must find another place. on internet and we decided to move them. My couple and another couple ( Quang and Oanh) were the final people leaving from the parking lot . A woman appeared and offered us her villa - 22 million Vietnam dong/day. I quickly calculated 220000 VND/person/day. We and others decided to visit her villa. I forced others making decision after watching it. ... The content of this dream is: Thank you Duyen",Neutral,From PDF: A change
C01,D0021,16/05/2022,"I was in my home . My brother helps me fix my motorbike . In the afternoon, my brother was fixing a phone like iPhone It was big as a table . I asked him his purpose. He said in the future people may use it, nobody could not guess that. I am preparing to go to HCM city. My father was drunk when he came home. He brought his motorbike home . He sat next to iron fence . He smoked He asked me if I prepared completely for my journey. I sat behind the washing machine to go toilet . I didn't wear a shirt. Because It was not right, I was scared, I just showed my head to talk with him My father said my brother fixed my motorbike well. He came to me. My father gave me a money - 11 usd . After my effort, I fail so my emotion explodes . He said he used to be from b52 brigade , he had enough money to give me He hugged me and I felt touched and thanked him.","Afraid, Touched",From PDF: 11 USD
C01,D0022,27/05/2022,An owner - a man allowed me to invest money a long time to his forest I saw some trees be cut down The cut spots were smeared with substance . I asked him about that. He said those trees cannot grow again.,Neutral,From PDF: An investment
C01,D0023,19/08/2022,"- I forgot to wear a bra when I went somewhere. When I found that , I quickly tried to find something to cover. - I am standing on a small object floating on a large water",Afraid,From PDF: A complex thought
C01,D0024,19/08/2022,I am standing on a small object floating on a large water,Afraid,From PDF: A complex thought
C01,D0025,19/08/2022,Two of my best girl friends asked my boyfriend about the time we will marry,Afraid,From PDF: A complex thought
C01,D0026,19/08/2022,"I don't understand him enough. I am not sure I take care of him enough. I also have a thought many times to reject our relationship. Sometimes, I want to be married, sometimes I don't want it",Afraid,From PDF: A complex thought
C01,D0027,19/08/2022,"Nearly a long vacation, I do not want to come home or my boyfriend's home, because I will hear the question: ""When do we have a wedding? Why do we not make the final decision?""",Afraid,From PDF: A complex thought
C01,D0028,19/08/2022,My previous manager offered me a job related to accounting and sales admin in a building for lease. I have not had experience in accounting but I accept to be trained,Afraid,From PDF: A complex thought
C01,D0029,19/08/2022,I feel happy when I solve a problem. I do not know how far I can go but I still continue to discover it,Afraid,From PDF: A complex thought
C01,D0030,19/08/2022,My friend asked me where I want to gain in the long term but I do not have an answer,Afraid,From PDF: A complex thought
C01,D0031,26/08/2022,I dreamed of a case from the Harry Potter series. There was a man who tried to save a person but his younger sister died .,"Surprise, neutral",From PDF: Marriage
C01,D0032,26/08/2022,It happened in my home. There was an elderly man who could not talk . He chose a kind of medicine in a wardrobe . I took 3 perfect pills and 1 urgly pill . I asked him to take the urgly pill first to delete it.,"Surprise, neutral",From PDF: Marriage
C01,D0033,31/08/2022,"One night, after our date , when I crossed an old woman who was riding a bike at a turn , my motorbike fell because it hit a stone . I just injured my knee a little.",Tired,From PDF: Lost
C01,D0034,31/08/2022,"My friends and I had a party . After I got drunk , I had a short sleep I came back to the party and sat with my female friends in the middle of the table while the male friends sat at two sides of the table. My attitude was not friendly at that time I ate some dishes on the table. Then I saw myself at a large land. I went to a big road by bicycle and chose a direction. Firstly, I turned right on my intuition. There was something incorrect I checked the google map and discovered I should turn left . So I turned left and I saw a woman with two barriers and two spaces between them. She would like to collect a fee But I ignored her and continued my direction . I passed by a pagoda where it had a billboard selling a thing in porcelain. I guessed it should be broken to define a real porcelain thing. I have had a 4-day holiday at my boyfriend's hometown. My boyfriend spent his time at some parties with his friends. He got drunk. After a party, he came home and found me. I saw my attitude was the same as my mother's when my father came home after a party. The attitude is an uncomfortable feeling and a little angry. I used to hate this attitude from my mother and also wished I would not repeat it.",Tired,From PDF: Lost
C01,D0035,07/03/2022,"My mother and I came to check-in at a luxury beautiful hotel . Firstly, we were in line with a crowd attending an event of Pros. Kaya and Pros. Christian to take hotel slippers Everyone I met were easily angry . I saw two pairs of pink slippers in the basket; I took one slipper and another from a person. I suddenly recognized and apologized him but he was so angry to accept . He took a slipper without retaking. Some girls were noisy so I lost my attention. I needed to take a paper for check-in. My mother and I went along the corridor to our room, we could see all beds in all rooms there. Their walls were like a door to go through. A woman staff stood in the middle of the corridor to test and she asked me. I answered rightly so she let my mother and I go through. Two old friends helped us bring our luggage to our room I said something made my mother angry. She moved to the hotel lobby. The friends and I asked the reason but she kept silent and found something until my aunt appeared. She was angry and left.","Coldness, Angry",From PDF: A Luxury Hotel
C01,D0036,15/09/2022,"I would like to go to the toilet knew that I could find that in my grandmother's room . I went to that room . I saw the first grandmother who was eating at a table near the door. And the second grandmother was taking the toilet beside the room . I waited for the second grandmother. After going to the toilet, the second grandmother came to the room and asked the first grandmother to clean her . The first grandmother was trying to complete her meal to do it. I went to the toilet and it has not flushed . I pushed the button two or three times continuously. Suddenly my younger brother and an animal sat on it. They made the toilet clogged then the whirlpool was very strong then splashed out. When I ran out , I remembered there was something near it.",Surprise,From PDF: Going to the toilet
C01,D0037,15/09/2022,"I saw my male colleague He talked to me to focus the coffee project by whispering . After that, I woke up at night.",Surprise,From PDF: Going to the toilet
C01,D0038,22/09/2022,"I drove a motorbike with my female younger cousin to visit a beach in my hometown . I couldn't see clearly but I still tried to move. My cousin and I talked a lot about her trip with her parents before they came to my home. Then, we met two of my male friends - Ngoc and Hoang They also drove a motorbike. We greeted each other and talked, then we continued our way. I thought too much, my sharing and my action is not enough so there is a discrepancy My cousin and I came to a place where her sister slept in an object on the beach. We woke her up. These days, I continue working with the angle on the intention of my boyfriend. We must be fit at 4 levels - spiritual, lectual, emotions and physical. For me, they are still general. Could you explain to me in detail? I also shared developing qualities, my learning DSSI, some things I learned from DSSI with my boyfriend. I asked him his opinion, he still wants to marry me. I saw I didn't pay enough attention to him. He has good actions but I do not say anything, do not encourage, do not record. I focus more on his wrong actions. I let my negative memories affect me a lot. I used to let my thoughts take control and this time, I am studying and doing a way to let them go, to give myself and my boyfriend better taking care. . My boyfriend and I make love. My thought is always that he just wants my body when he does not take care of me enough I am scared to face it if it becomes true. The thought came to nature and last night, when it came, I observed it and understood it is one of the reasons why I do not believe him fully, I did not record his other good actions, his personality. I just thought about my insecurity.",Neutral,From PDF: Sea
C01,D0039,30/09/2022,"I am asking the Up Above 'is my boyfriend the right person for me in this life?' Is it right to ask too much one question? I use a masculine wooden ruler fly with my female friend . It was like a broomstick We went through a forest to somewhere. THEN I lost her so I came back to find my friend. The dream shows me the uncomfortable part I am trying to avoid doing that. It causes myself the inside too much thought, too much emotion. As I shared I thought negatively too much, I used to force myself to do something instead of analyzing the meaning of my thoughts. It was a wrong way because it is still there without fixing. In meditation, I can focus on one thought and find the memories causing that to fix. I have not met my friend in a long time. She used to be one of my best friends. We spent our time in our childhood. Once, she and another friend misunderstood each other. I knew the reason so I explained the story to the friend to help them fix their relationship. My friend knew that so she thought I was a talkative, unreliable friend and she did not want to meet me anymore. Although I apologized to her, she did not accept. We didn't meet anymore from that. My parents have just called me and asked me an option for my relationship. My family want us to organize a pre-wedding party at my home on the day a feng shui master told for our couple. I have not received the answer from the Up Above so I do not follow that fully. I just let my boyfriend know that. I do not dare to share I am waiting for the answer from the Up Above. I only delay and delay. I saw myself putting my attention to my boyfriend too much. I always put all of my priorities for him. It is not right. I like to stand by him. What should I do to fix it? Because it is unbalanced.",Neutral,From PDF: Advance by a stick
C01,D0040,13/10/2022,"I shared with my mother many kinds of sweet soups . Besides, last night, I also caught the card of Angel Chavakiah and it reminded me to continue working with it.",Neutral,From PDF: My family
C01,D0041,21/10/2022,I was on the way to my grandfather's house. Then I drove around an area two times. I put a male stranger But I avoided him. I moved to my female friend's house.,"Stressful, tired",From PDF: A step
C01,D0042,11/11/2022,I and my relatives sat and had a party at my grandfather's house together . I sat next to my grandfather. One relative constantly speaks provokingly to me . I felt angry. I throw a bowl four times to remind him. At the end of the party my grandfather told me a story from yesterday . My relatives asked a feng shui master about their good day but no one asked for me . He asked for me . My good day is December 14th according to the Lunar Calendar . Then he left. I stayed to clean. I did while I cried. I felt sad because no one took care of me. My cousin asked for help from me. But I rejected him. I cried in reality after this dream.,"alone, sad",From PDF: My grandfather
C01,D0043,17/03/2022,"I woke up at my cousin's house Her parents went aboard . I got out of the house and met her. I invited her to discover the lake near her house. The lake spread in a large area with many large stones . My cousin had a little bit postponed but she still wanted to go. I came back to change from my dress to my pants for the trip. was dirt road houses after the stones . We stopped at a house having vines the way. I fell unconscious and woke up tomorrow morning but my cousin left me at that house and come back. The owner took me to the beginning point by horse The next case, I hold my baby in line to meet a man doctor . In the line, I saw my boyfriend , some women and some children. My boyfriend was like a stranger. I loved my fragile child. My mother and my cousin appeared. There was an accident, a man wearing a white shirt without pants somersaulted. He wasn't hurt but his face was a little silly. Many people moved to watch but I came back to take care of my child. The doctor reminded me to apply for my medical record I gave my child to my mother before he took my blood from my hand. My cousin waited too long so she gave a reason for changing oil for our motorbike to let us come home but the doctor didn't and he gave her some money for changing oil near the place.","Surprise, neutral",From PDF: Discovering a lake
C01,D0044,24/11/2022,"I came to a relative's house (I just felt that) . The house had a bathroom for a woman in another house A man and I were in front of our house. He confessed his love to me. I was happy and confused because I also had feelings for him and I was in a relationship with my present boyfriend. I didn't say anything to him. I came into the house. I met 3 female friends going to play badminton . Then the man and his male friend came into the house to take a shower . He tries to show his erect penis to me before going into the bathroom. At that moment, my brother was also there. I went out of the house to move to the bathroom for women. I didn't remember exactly where the bathroom was. I went into the wrong house where I saw a female was sleeping with a very cold atmosphere from the referee She woke up and saw me. I apologized to her . She presented the cute things which she was selling I promised to buy them later. Then I went down her staircase. I realized I was lost, I forgot the relative's house.",Worried,From PDF: An answer from the Up Above
C01,D0045,02/12/2022,My boyfriend and I were in my room in my house . He did not wear clothes . We went out of the room to go somewhere. My grandfather and my father saw us. He came back to my room. I talked with them about my boyfriend. They advised me not to do that.,Scared,From PDF: Try to do the best
C01,D0046,14/02/2023,"I went to my relative's house on my boyfriend motorbike . I drove while my friends rode a bicycle. The road was terrible. I have not come to a specific point. I'm coming back. On my way, there was a point - a low wall . My motorbike could not cross and I should find another road. Two old women wanted me to put my motorbike next to the wall to let them climb over it, but I rejected it. They could climb on its ledges. I continue my way. Suddenly I found that the license plate was lost. I must go on the previous track. Then I saw the place I crossed but now it was closed to motorbikes. I stopped it. One of the two women kicked the ball to my face . She didn't say sorry. I was angry and shouted at her.","tired, angry, uncomfortable",From PDF: Finding the License Plate
C01,D0047,23/02/2023,"I, my boyfriend, her younger sister, his cousin-sister, and his cousin-sister's daughter were in a strange place. . The sister, the cousin, the daughter, and I went along a lake . I made the daughter fall into the lake. The baby did not know how to swim. We didn't know how to swim. So we went near the lake and blared to find help. No one appeared. The daughter was taken near the bank. The cousin took her up. The sister said it was my fault. My boyfriend came to the daughter. He didn't notice me. I felt guilty and angry when I left.","Surprise, Angry, Afraid",From PDF: A falling
C01,D0048,03/03/2023,After going from the toilet I saw my rent room was broken on the roof I quickly woke up my roommate . She was safe. We felt angry because the owner did not say to us about this in the previous. My owner appears. She wanted to build a new appearance to earn more money because she kept the old version too long.,"Surprise, Angry",From PDF: A broken room
C01,D0049,10/03/2023,"I met a person who is a master in I Ching. He gave me some primary information about my personality, strengths, and weaknesses depending on my birthday. He applied not only the East's but also the West's knowledge. The most important thing I should do first is to find my core values. He guided me on some ways to find that like reading I Ching or Buddhist books. And I thought that it is developing qualities from UCM last year. These qualities are my core values and they help me make decisions. Do I understand rightly? I would like to share the dream I received before my above meeting as below: I met the person at a place. When he shared a part of myself, he called my female friend - my high schoolmate to join our meeting. From that point, he taught her his job and ignored me. There was a friend which went around the place. Then he went out. We moved to another room. He came back with low energy so he could not share anything with me.","Angry, Disappointed",From PDF: I Ching
C01,D0050,17/03/2023,"I was in a school . The school was too strict Firstly, Some friends and I investigated the death of a beautiful girl our school. I was chased when I tried to solve it. Secondly, my class had almost started but I had not brushed my teeth . I moved out of the classroom to go to the toilet. I moved the movable barrier to get out. But the time was over, so I returned to the class without brushing my teeth. I received a message to move to another better class I have not solved my problem, I have a superior thought, so I moved to another matter . My female teacher checked the message before letting me out. I went to the new class. In the front of the class, I saw some students who were punished. The male teacher did not want to receive me because the class was full. But I was still there. , I had another dream Besides that I was being chased by something. I wanted to solve it, so I stopped and fought against it. My way was not right, and I died. How can I solve a case in a dream? We will have many cases and many solutions. No patterns for something, right?",Afraid,From PDF: A school
C01,D0051,23/03/2023,"I traveled with my boyfriend's company . We lived in an old boarding house. The first scene, my boyfriend and I brought the bicycle to the house. There was a helpful woman who kept it for us. But I was worried it might be lost and I would like to go somewhere by it so I came back to take it. She said it was locked in a room. A female cleaner brought the key. A couple in my boyfriend's team invited me to go out. I got a stomachache, so I went back to a toilet. His female colleagues lived full a room so I should move to another room. When I had just sat on the toilet, my boyfriend opened the small glass door and talked to me. I felt shy so I requested him close it. Then other people came to my room. I was so shy and I wanted them to leave. But one man said his bathroom was damaged .","Angry, Disappointed",From PDF: My Boyfriend s Company
C01,D0052,21/03/2022,"After school, I went to the library where Dr. Glassman is a bookkeeper. I was looking for my name in a newspaper . I also felt that I almost found that. But I have not seen it. Some friends had the same purpose as me. Then a person, Hoang , found the newspaper having his name. We finding continued over lunch. Dr. Glassman went to take the lunch and reminded us of having lunch. I still paid attention to finding it in anger because I nearly had it. I would do it quickly to come home and my mother would not be angry with me. After looking for a long time, I felt hungry so I stopped to eat. I came out and met Dr. Glassman came back, I also saw our school was preparing for the final meeting. I saw many teachers were walking. One of them was Nhan , a homeroom teacher. He was coming back to the room for homeroom teachers. I remembered I have not completed the exercises from Dr. Glassman. He gave them to me at the end of this morning. I continued looking for the newspaper. I brought high newspapers on a window to check but nothing. I realized the exercises are more important than looking.","Impatient, tired",From PDF: The Newspaper having my name
C01,D0053,18/03/2023,"I lived in an old house around the water with my younger brothers and sisters . We were taken care of by our fat older sister She and her husband had a conflict. She . Fortunately she was rescued in time. She was taken to our home by boat. Her underwear floated and came to us first. We were scared to see that . Then the boat brought her back. She was naked We were so happy. Each of us hugged her. One of us was shy. The next scene: There was a beautiful house surrounded by a garden . I was looking after Ken, my young nephew . I had a stomachache . I came in and called his mother who was on a call to replace me. But when I saw her, she was sleeping so I woke her up. I went to the toilet in the back of the garden. I saw wild boars was about to butt each other. I just remembered there was a toilet in the house, I ran in. I closed the door in time. I suddenly remembered my nephew was in the front of the garden so I had an intention to rescue him.",Neutral,From PDF: A death
C01,D0054,18/03/2023,"One of my friends has been in a bad mood for a period. She was on the negative side when she felt lost in her marriage. All of the things she shared that day were the faults of her husband and his family. She loses most of her energy when she tries to get attention and compliments from outside. When we talked to her, it should be changed. She said she knew that but her thoughts were too strong so she was finding a teacher to solve the problems. I saw her rejection of our ideas. Her masculine energy is too strong now. I hope she can recover soon.",Neutral,From PDF: A death
C01,D0055,09/04/2023,"I was alone in the big field at night . I felt scared. I didn't know where I should go. I suddenly woke up after this dream. I fell into a scared state. I felt lost, insecure, and alone. I tried to be calm by invoking Angel 24 but I cannot remember the name of Angel 24th although I worked with the angel many times and it was also my angel of this year. Every time, I closed my eyes, I was in a large black area. My scare appeared. I opened my eyes. It lasted about 30 minutes. I can sleep again and I received another dream named Preparing a Wedding.",Afraid,From PDF: A Scare
C01,D0056,09/04/2023,"My relatives came to my house to congratulate my marriage . My house was beside the sea . . My parents and she came to the place to take wedding photos first. I saw the guests off before leaving there. We had thought about how many clothes we should bring. I thought it should be four . I also wanted to bring a dress but I could not because . I brought jeans and shirts. When I took clothes to the place, I should go to a canal. The place to take photos was far. I could not walk so I rented a bicycle for 5 hours. Then I came to the place.",Afraid,From PDF: A Scare
C01,D0057,18/04/2023,"My father became a tiger trying to chase my mother and me. My mother hid in a small house near our house. I was afraid so I ran back and forth along the corridor to see where my father was. Then my father discovered me, so I ran to my mother to ask her to let me hide. My mother and I hid in that tiny house. We were scared. The door was closed and bolted inside. The door had a large gap at the bottom. My father started to scratch continuously at the gap but we could avoid it. He lifted the roof , took the whole bucket of water next to the house, and poured it on us.",Scared,From PDF: Indoor Chase
C01,D0058,12/05/2023,"My paternal family had a big party with many adults and children. Some of them were my uncles and aunts. I feel competitive so I took a beer for my younger sister after she borrowed a beer from someone. But she rejected me so I must drink and I was drunk. I walked around to find someone who helped me drink the balance of my beer. Everyone was drunk but the children. I met my boyfriend . He was also drunk too. He took me to find a place to sleep. We go up the stairs. He tripped. After that, he took his phone to talk with Bo, his cousin in Ha Noi about an upcoming football match. At this time, I got a cold. It is a sign for me not to transform quickly. It takes time.",Neutral,From PDF: A sick
